Kanji,Readings,Meaning,Score,Level
暑,ショ・あつ.い,sultry; hot; summer heat,4,1
憤,フン・いきどお.る,aroused; resent; be indignant; anger,4,1
鋼,コウ・はがね,steel,4,1
搭,トウ,board; load (a vehicle); ride,4,1
綾,リン・あや,design; figured cloth; twill,4,1
偏,ヘン・かたよ.る,partial; side; left-side radical; inclining; biased,4,1
陳,チン・ひ.ねる,exhibit; state; relate; explain,4,1
滞,タイ・テイ・とどこお.る,stagnate; be delayed; overdue; arrears,4,1
振,シン・ふ.る・ぶ.る・ふ.り・~ぶ.り・ふ.るう,shake; wave; wag; swing,4,1
謝,シャ・あやま.る,apologize; thank; refuse,4,1
傘,サン・かさ,umbrella,4,1
翼,ヨク・つばさ,wing; plane; flank,4,1
駆,ク・か.ける・か.る,drive; run; gallop; advance; inspire; impel,4,1
伯,ハク,chief; count; earl; uncle; Brazil,4,1
僕,ボク・しもべ,me; I (male); servant; manservant,4,1
阻,ソ・はば.む,thwart; separate from; prevent; obstruct; deter; impede,4,1
棄,キ・す.てる,abandon; throw away; discard; resign; reject; sacrifice,4,1
詐,サ・いつわ.る,lie; falsehood; deceive; pretend,4,1
弧,コ,arc; arch; bow,4,1
噴,フン・ふ.く,erupt; spout; emit; flush out,4,1
卸,シャ・おろ.す・おろし・おろ.し,wholesale,4,1
紛,フン・まぎ.れる・~まぎ.れ・まぎ.らす・まぎ.らわす・まぎ.らわしい,distract; be mistaken for; go astray; divert,4,1
桃,トウ・もも,peach,4,1
漠,バク,vague; obscure; desert; wide,4,1
怜,レイ・レン・リョウ・あわ.れむ・さと.い,wise,4,1
赦,シャ,pardon; forgiveness,4,1
救,キュウ・すく.う,salvation; save; help; rescue; reclaim,4,1
之,シ・の・これ・ゆく・この,of; this,4,1
荘,ソウ・ショウ・チャン・ほうき・おごそ.か,villa; inn; cottage; feudal manor; solemn; dignified,4,1
浸,シン・ひた.す・ひた.る,immersed; soak; dip; steep; moisten; wet; dunk,4,1
睡,スイ・ねむ.る・ねむ.い,drowsy; sleep; die,4,1
騰,トウ・あが.る・のぼ.る,leaping up; jumping up; rising; advancing; going,4,1
励,レイ・はげ.む・はげ.ます,encourage; be diligent; inspire,4,1
葵,キ・あおい,hollyhock,4,1
鏡,キョウ・ケイ・かがみ,mirror; speculum; barrel-head; round rice-cake offering,4,1
舗,ホ,shop; store; pave,4,1
仙,セン・セント,hermit; wizard; cent,4,1
沙,サ・シャ・すな・よなげる,sand,4,1
墨,ボク・すみ,black ink; India ink; ink stick; Mexico,4,1
宵,ショウ・よい,wee hours; evening; early night,4,1
婆,バ・ばば・ばあ,old woman; grandma; wet nurse,4,1
鞠,キク・キュウ・まり,ball,4,1
至,シ・いた.る,climax; arrive; proceed; reach; attain; result in,4,1
顧,コ・かえり.みる,look back; review; examine oneself; turn around,4,1
媛,エン・ひめ,beautiful woman; princess,4,1
我,ガ・われ・わ・わ.が~・わが~,ego; I; selfish; our; oneself,4,1
叶,キョウ・かな.える・かな.う,grant; answer,4,1
渥,アク・あつ.い・うるお.う,kindness; moisten,4,1
蘭,ラン・ラ,orchid; Holland,4,1
恨,コン・うら.む・うら.めしい,regret; bear a grudge; resentment; malice; hatred,4,1
侵,シン・おか.す,encroach; invade; raid; trespass; violate,4,1
肥,ヒ・こ.える・こえ・こ.やす・こ.やし・ふと.る,fertilizer; get fat; fertile; manure; pamper,4,1
奔,ホン・はし.る,run; bustle,4,1
汐,セキ・しお・うしお・せい,eventide; tide; salt water; opportunity,4,1
丘,キュウ・おか,hill; knoll,4,1
亘,コウ・カン・セン・わた.る・もと.める,span; range; extend over,4,1
禍,カ・わざわい,calamity; misfortune; evil; curse,4,1
帆,ハン・ほ,sail,4,1
既,キ・すで.に,previously; already; long ago,4,1
椰,ヤ・やし,coconut tree,4,1
蓄,チク・たくわ.える,amass; raise; hoard; store,4,1
促,ソク・うなが.す,stimulate; urge; press; demand; incite,4,1
朋,ホウ・とも,companion; friend,4,1
飾,ショク・かざ.る・かざ.り,decorate; ornament; adorn; embellish,4,1
痴,チ・し.れる・おろか,stupid; foolish,4,1
鼓,コ・つづみ,drum; beat; rouse; muster,4,1
瑞,ズイ・スイ・みず~・しるし,congratulations,4,1
索,サク,cord; rope; searching; inquiring,4,1
甚,ジン・はなは.だ・はなは.だしい,tremendously; very; great; exceedingly,4,1
評,ヒョウ,evaluate; criticism; comment,4,1
衿,キン・コン・えり,neck; collar; lapel,4,1
榛,シン・ハン・はしばみ・はり,hazelnut; filbert,4,1
飽,ホウ・あ.きる・あ.かす・あ.く,sated; tired of; bored; satiate,4,1
穫,カク,harvest; reap,4,1
楊,ヨウ・やなぎ,willow,4,1
購,コウ,subscription; buy,4,1
漸,ゼン・ようや.く・やや・ようよ.う・すす.む,steadily; gradually advancing; finally; barely,4,1
那,ナ・ダ・なに・なんぞ・いかん,what?,4,1
斐,ヒ・イ,beautiful; patterned,4,1
統,トウ・す.べる・ほび.る,overall; relationship; ruling; governing,4,1
傍,ボウ・かたわ.ら・わき・おか~・はた・そば,bystander; side; besides; while; nearby; third person,4,1
擁,ヨウ,hug; embrace; possess; protect; lead,4,1
璃,リ,glassy; lapis lazuli,4,1
穴,ケツ・あな,hole; aperture; slit; cave; den,4,1
授,ジュ・さず.ける・さず.かる,impart; instruct; grant; confer,4,1
邑,ユウ・むら,village; rural community; right village radical (no. 163),4,1
輔,ホ・フ・たす.ける,help,4,1
丑,チュウ・うし,sign of the ox or cow; 1-3AM; second sign of Chinese zodiac,4,1
弓,キュウ・ゆみ,"bow; bow (archery, violin)",4,1
棋,キ・ご,chess piece; Japanese chess; shogi,4,1
墓,ボ・はか,grave; tomb,4,1
岐,キ・ギ,branch off; fork in road; scene; arena; theater,4,1
銭,セン・ゼン・ぜに・すき,coin; .01 yen; money,4,1
張,チョウ・は.る・~は.り・~ば.り,lengthen; counter for bows & stringed instruments; stretch; spread; put up (tent),4,1
暢,チョウ・のび.る,stretch,4,1
揮,キ・ふる.う,brandish; wave; wag; swing; shake,4,1
篤,トク・あつ.い,fervent; kind; cordial; serious; deliberate,4,1
逓,テイ・かわ.る・たがいに,relay; in turn; sending,4,1
搾,サク・しぼ.る,squeeze,4,1
稼,カ・かせ.ぐ,earnings; work; earn money,4,1
租,ソ,tariff; crop tax; borrowing,4,1
拠,キョ・コ・よ.る,foothold; based on; follow; therefore,4,1
鳩,キュウ・ク・はと・あつ.める,pigeon; dove,4,1
項,コウ・うなじ,paragraph; nape of neck; clause; item; term (expression),4,1
膜,マク,membrane,4,1
脅,キョウ・おびや.かす・おど.す・おど.かす,threaten; coerce,4,1
憲,ケン,constitution; law,4,1
淑,シュク・しと.やか,graceful; gentle; pure,4,1
撮,サツ・と.る・つま.む・~ど.り,snapshot; take pictures,4,1
催,サイ・もよう.す・もよお.す,sponsor; hold (a meeting); give (a dinner),4,1
峻,シュン・けわ.しい・たか.い,high; steep,4,1
吟,ギン,versify; singing; recital,4,1
糖,トウ,sugar,4,1
虹,コウ・にじ,rainbow,4,1
駿,シュン・スン・すぐ.れる,a good horse; speed; a fast person,4,1
悠,ユウ,permanence; distant; long time; leisure,4,1
蝶,チョウ,butterfly,4,1
審,シン・つまび.らか・つぶさ.に,hearing; judge; trial,4,1
蔦,チョウ・つた,vine; ivy,4,1
潜,セン・ひそ.む・もぐ.る・かく.れる・くぐ.る・ひそ.める,submerge; conceal; hide; lower (voice); hush,4,1
汽,キ,vapor; steam,4,1
雛,スウ・ス・ジュ・ひな・ひよこ,chick; squab; duckling; doll,4,1
排,ハイ,repudiate; exclude; expel; reject; line up; arrange,4,1
堅,ケン・かた.い・~がた.い,strict; hard; solid; tough; tight; reliable,4,1
薦,セン・すす.める,recommend; mat; advise; encourage; offer,4,1
聖,セイ・ショウ・ひじり,holy; saint; sage; master; priest,4,1
士,シ・さむらい,gentleman; scholar; samurai; samurai radical (no. 33),4,1
奮,フン・ふる.う,stirred up; be invigorated; flourish,4,1
蓉,ヨウ,lotus,4,1
坑,コウ,pit; hole,4,1
稜,リョウ・ロウ・いつ・かど,angle; edge; corner; power; majesty,4,1
縮,シュク・ちぢ.む・ちぢ.まる・ちぢ.める・ちぢ.れる・ちぢ.らす,shrink; contract; shrivel; wrinkle; reduce,4,1
狂,キョウ・くる.う・くる.おしい・くるお.しい,lunatic; insane; crazy; confuse,4,1
迭,テツ,transfer; alternation,4,1
迫,ハク・せま.る,urge; force; imminent; spur on,4,1
惜,セキ・お.しい・お.しむ,pity; be sparing of; frugal; stingy; regret,4,1
抹,マツ,rub; paint; erase,4,1
賃,チン,fare; fee; hire; rent; wages; charge,4,1
浪,ロウ,wandering; waves; billows; reckless; unrestrained,4,1
炊,スイ・た.く・~だ.き,cook; boil,4,1
興,コウ・キョウ・おこ.る・おこ.す,entertain; revive; retrieve; interest; pleasure,4,1
凪,なぎ・な.ぐ,lull; calm; (kokuji),4,1
誠,セイ・まこと,sincerity; admonish; warn; prohibit; truth; fidelity,4,1
架,カ・か.ける・か.かる,erect; frame; mount; support; shelf; construct,4,1
鐘,ショウ・かね,bell; gong; chimes,4,1
芋,ウ・いも,potato,4,1
尿,ニョウ・ゆばり・いばり・しと,urine,4,1
翔,ショウ・かけ.る・と.ぶ,soar; fly,4,1
抑,ヨク・おさ.える,repress; well; now; in the first place; push; shove; press; seal; do in spite of,4,1
迅,ジン,swift; fast,4,1
粛,シュク・スク・つつし.む,solemn; quietly; softly,4,1
丙,ヘイ・ひのえ,third class; 3rd; 3rd calendar sign,4,1
嬉,キ・うれ.しい・たの.しむ,glad; pleased; rejoice,4,1
障,ショウ・さわ.る,hinder; hurt; harm,4,1
哀,アイ・あわ.れ・あわ.れむ・かな.しい,pathetic; grief; sorrow; pathos; pity; sympathize,4,1
脈,ミャク・すじ,vein; pulse; hope,4,1
没,ボツ・モツ・おぼ.れる・しず.む・ない,drown; sink; hide; fall into; disappear; die,4,1
椋,リョウ・むく,type of deciduous tree; grey starling,4,1
斎,サイ・とき・つつし.む・ものいみ・い.む・いわ.う・いつ.く,purification; Buddhist food; room; worship; avoid; alike,4,1
穏,オン・おだ.やか,calm; quiet; moderation,4,1
薫,クン・かお.る,send forth fragrance; fragrant; be scented; smoke (tobacco),4,1
凝,ギョウ・こ.る・こ.らす・こご.らす・こご.らせる・こご.る,congeal; freeze; stiff; be absorbed in,4,1
据,キョ・す.える・す.わる,set; lay a foundation; install; equip; squat down; sit down,4,1
仰,ギョウ・コウ・あお.ぐ・おお.せ・お.っしゃる・おっしゃ.る,face-up; look up; depend; seek; respect; rever; drink; take,4,1
搬,ハン,conveyor; carry; transport,4,1
乙,オツ・イツ・おと~・きのと,the latter; duplicate; strange; witty; fishhook radical (no. 5),4,1
督,トク,coach; command; urge; lead; supervise,4,1
鈴,レイ・リン・すず,small bell; buzzer,4,1
繭,ケン・まゆ・きぬ,cocoon,4,1
庶,ショ,commoner; all; bastard,4,1
堕,ダ・お.ちる・くず.す・くず.れる,degenerate; descend to; lapse into,4,1
看,カン・み.る,watch over; see,4,1
句,ク,phrase; clause; sentence; passage; paragraph; counter for haiku,4,1
謙,ケン・へりくだ.る,self-effacing; humble oneself; condescend; be modest,4,1
躍,ヤク・おど.る,leap; dance; skip,4,1
鯉,リ・こい,carp,4,1
懐,カイ・エ・ふところ・なつ.かしい・なつ.かしむ・なつ.く・なつ.ける・なず.ける・いだ.く・おも.う,pocket; feelings; heart; yearn; miss someone; become attached to; bosom; breast,4,1
寂,ジャク・セキ・さび・さび.しい・さび.れる・さみ.しい,loneliness; quietly; mellow; mature; death of a priest,4,1
某,ボウ・それがし・なにがし,so-and-so; one; a certain; that person,4,1
昆,コン,descendants; elder brother; insect,4,1
吐,ト・は.く・つ.く,spit; vomit; belch; confess; tell (lies),4,1
崩,ホウ・くず.れる・~くず.れ・くず.す,crumble; die; demolish; level,4,1
卯,ボウ・モウ・う,sign of the hare or rabbit; fourth sign of Chinese zodiac; 5-7AM; east,4,1
暦,レキ・こよみ・りゃく,calendar; almanac,4,1
妙,ミョウ・ビョウ・たえ,exquisite; strange; queer; mystery; miracle; excellent; delicate; charming,4,1
憂,ユウ・うれ.える・うれ.い・う.い・う.き,melancholy; grieve; lament; be anxious; sad; unhappy,4,1
載,サイ・の.せる・の.る,ride; board; get on; place; spread; 10**44; record; publish,4,1
企,キ・くわだ.てる・たくら.む,undertake; scheme; design; attempt; plan,4,1
苗,ビョウ・ミョウ・なえ・なわ~,seedling; sapling; shoot,4,1
玲,レイ,sound of jewels,4,1
笙,ショウ・ソウ・ふえ,a reed instrument,4,1
穣,ジョウ・わら・ゆたか,good crops; prosperity; 10**28,4,1
独,ドク・トク・ひと.り,single; alone; spontaneously; Germany,4,1
垣,エン・かき,hedge; fence; wall,4,1
繊,セン,slender; fine; thin kimono,4,1
艦,カン,warship,4,1
阿,ア・オ・おもね.る・くま,Africa; flatter; fawn upon; corner; nook; recess,4,1
故,コ・ゆえ・ふる.い・もと,happenstance; especially; intentionally; reason; cause; circumstances; the late; therefore; consequently,4,1
丞,ジョウ・ショウ・すく.う・たす.ける,help,4,1
伶,レイ・リョウ・わざおぎ,actor,4,1
需,ジュ,demand; request; need,4,1
倹,ケン・つま.しい・つづまやか,frugal; economy; thrifty,4,1
痢,リ,diarrhea,4,1
礁,ショウ,reef; sunken rock,4,1
儀,ギ,ceremony; rule; affair; case; a matter,4,1
嵯,サ・シ,steep; craggy; rugged,4,1
弁,ベン・ヘン・かんむり・わきま.える・わ.ける・はなびら・あらそ.う,valve; petal; braid; speech; dialect; discrimination; dispose of; distinguish; conical cap,4,1
票,ヒョウ,ballot; label; ticket; sign,4,1
幣,ヘイ・ぬさ,cash; bad habit; humble prefix; gift; Shinto offerings of cloth; rope; cut paper,4,1
胞,ホウ,placenta; sac; sheath,4,1
叔,シュク,uncle; youth,4,1
偵,テイ,spy,4,1
妃,ヒ・きさき,queen; princess,4,1
冶,ヤ・い.る,melting; smelting,4,1
態,タイ・わざ.と,attitude; condition; figure; appearance; voice (of verbs),4,1
敷,フ・し.く・~し.き,spread; pave; sit; promulgate,4,1
皇,コウ・オウ,emperor,4,1
旺,オウ・キョウ・ゴウ・かがや.き・うつくし.い・さかん,flourishing; successful; beautiful; vigorous,4,1
帝,テイ・みかど,sovereign; the emperor; god; creator,4,1
盆,ボン,basin; lantern festival; tray,4,1
豆,トウ・ズ・まめ・まめ~,beans; pea; midget,4,1
芹,キン・せり,parsley,4,1
肪,ボウ,obese; fat,4,1
環,カン・わ,ring; circle; link; wheel,4,1
健,ケン・すこ.やか,healthy; health; strength; persistence,4,1
晟,セイ・ジョウ・あきらか,clear,4,1
潮,チョウ・しお・うしお,tide; salt water; opportunity,4,1
屯,トン・たむろ,barracks; police station; camp; ton,4,1
准,ジュン,quasi-; semi-; associate,4,1
淡,タン・あわ.い,thin; faint; pale; fleeting,4,1
錯,サク・シャク,confused; mix; be in disorder,4,1
鳳,ホウ・フウ,male mythical bird,4,1
唆,サ・そそ.る・そそのか.す,tempt; seduce; instigate; promote,4,1
且,ショ・ソ・ショウ・か.つ,moreover; also; furthermore,4,1
燿,ヨウ・かがや.く・ひかり,shine,4,1
撲,ボク,slap; strike; hit; beat; tell; speak,4,1
曙,ショ・あけぼの,dawn; daybreak,4,1
怠,タイ・おこた.る・なま.ける,neglect; laziness,4,1
泰,タイ,peaceful; calm; peace; easy; Thailand; extreme; excessive; great,4,1
冴,ゴ・コ・さ.える・こお.る・ひ.える,be clear; serene; cold; skilful,4,1
奨,ショウ・ソウ・すす.める,exhort; urge; encourage,4,1
嗣,シ,heir; succeed,4,1
洲,シュウ・ス・しま,continent; sandbar; island; country,4,1
奎,ケイ・キ,star; god of literature,4,1
梓,シ・あずさ,catalpa tree; woodblock printing,4,1
護,ゴ・まも.る,safeguard; protect,4,1
猿,エン・さる,monkey,4,1
煮,シャ・に.る・~に・に.える・に.やす,boil; cook,4,1
智,チ,wisdom; intellect; reason,4,1
往,オウ・い.く・いにしえ・さき.に・ゆ.く,journey; travel; chase away; let go; going; before; formerly,4,1
嵐,ラン・あらし,storm; tempest,4,1
批,ヒ,criticism; strike,4,1
撤,テツ,remove; withdraw; disarm; dismantle; reject; exclude,4,1
益,エキ・ヤク・ま.す,benefit; gain; profit; advantage,4,1
麻,マ・マア・あさ,hemp; flax; numb,4,1
胴,ドウ,trunk; torso; hull (ship); hub of wheel,4,1
杉,サン・すぎ,cedar; cryptomeria,4,1
尚,ショウ・なお,esteem; furthermore; still; yet,4,1
創,ソウ・ショウ・つく.る・はじ.める・きず・けず.しける,genesis; wound; injury; hurt; start; originate,4,1
采,サイ・と.る・いろどり,dice; form; appearance; take; gather; coloring,4,1
俗,ゾク,vulgar; customs; manners; worldliness; mundane things,4,1
酵,コウ,fermentation,4,1
恒,コウ・つね・つねに,constancy; always,4,1
遮,シャ・さえぎ.る,intercept; interrupt; obstruct,4,1
鴻,コウ・ゴウ・おおとり・ひしくい・おおがり,large bird; wild goose; large; great; powerful; prosperous,4,1
幻,ゲン・まぼろし,phantasm; vision; dream; illusion; apparition,4,1
免,メン・まぬか.れる・まぬが.れる,excuse; dismissal,4,1
喚,カン・わめ.く,yell; cry; call; scream; summon,4,1
嫌,ケン・ゲン・きら.う・きら.い・いや,dislike; detest; hate,4,1
爽,ソウ・あき.らか・さわ.やか・たがう,refreshing; bracing; resonant; sweet; clear,4,1
従,ジュウ・ショウ・ジュ・したが.う・したが.える・より,accompany; obey; submit to; comply; follow; secondary; incidental; subordinate,4,1
渋,ジュウ・シュウ・しぶ・しぶ.い・しぶ.る,astringent; hesitate; reluctant; have diarrhea,4,1
枢,スウ・シュ・とぼそ・からくり,hinge; pivot; door,4,1
診,シン・み.る,checkup; seeing; diagnose; examine,4,1
恵,ケイ・エ・めぐ.む・めぐ.み,favor; blessing; grace; kindness,4,1
倉,ソウ・くら,godown; warehouse; storehouse; cellar; treasury,4,1
累,ルイ,accumulate; involvement; trouble; tie up; continually,4,1
倭,ワ・イ・やまと・したが.う,Yamato; ancient Japan,4,1
墜,ツイ・お.ちる・お.つ,crash; fall (down),4,1
牧,ボク・まき,breed; care for; shepherd; feed; pasture,4,1
髄,ズイ,marrow; pith; essence,4,1
筋,キン・すじ,muscle; sinew; tendon; fiber; plot; plan; descent,4,1
鑑,カン・かんが.みる・かがみ,specimen; take warning from; learn from,4,1
剤,ザイ・スイ・セイ・かる・けず.る,dose; medicine; drug,4,1
基,キ・もと・もとい,fundamentals; radical (chem); counter for machines; foundation,4,1
眉,ビ・ミ・まゆ,eyebrow,4,1
邦,ホウ・くに,home country; country; Japan,4,1
勁,ケイ・つよ.い,strong,4,1
諒,リョウ・あきら.か・まことに,fact; reality; understand; appreciate,4,1
熙,キ・たのし.む・ひか.る・ひろ.い・よろこ.ぶ・かわ.く・あきらか・ひろ.める・ひろ.まる,bright; sunny; prosperous; merry,4,1
納,ノウ・ナッ・ナ・ナン・トウ・おさ.める・~おさ.める・おさ.まる,settlement; obtain; reap; pay; supply; store,4,1
慮,リョ・おもんぱく.る・おもんぱか.る,prudence; thought; concern; consider; deliberate; fear,4,1
循,ジュン,sequential; follow,4,1
謁,エツ,audience; audience (with king),4,1
塾,ジュク,cram school; private school,4,1
槻,キ・つき,Zelkova tree,4,1
応,オウ・ヨウ・~ノウ・あた.る・まさに・こた.える,apply; answer; yes; OK; reply; accept,4,1
拓,タク・ひら.く,clear (the land); open; break up (land),4,1
密,ミツ・ひそ.か,secrecy; density (pop); minuteness; carefulness,4,1
迪,テキ・みち・みちび.く・すす.む・いた.る,edify; way; path,4,1
忠,チュウ,loyalty; fidelity; faithfulness,4,1
釈,シャク・セキ・とく・す.てる・ゆる.す,explanation,4,1
紀,キ,chronicle; account; narrative; history; annals; geologic period,4,1
塊,カイ・ケ・かたまり・つちくれ,clod; lump; chunk; clot; mass,4,1
焦,ショウ・こ.げる・こ.がす・こ.がれる・あせ.る,char; hurry; impatient; irritate; burn; scorch; singe,4,1
網,モウ・あみ,netting; network,4,1
孤,コ,orphan; alone,4,1
哲,テツ・さとい・あきらか,philosophy; clear,4,1
凱,ガイ・カイ・かちどき・やわらぐ,victory song,4,1
洵,ジュン・シュン・の.ぶ・まこと.に,alike; truth,4,1
洞,ドウ・ほら,den; cave; excavation,4,1
賀,ガ,congratulations; joy,4,1
尭,ギョウ・たか.い,high; far,4,1
範,ハン,pattern; example; model,4,1
鷹,ヨウ・オウ・たか,hawk,4,1
縦,ジュウ・たて,vertical; length; height; self-indulgent; wayward,4,1
粗,ソ・あら.い・あら~,coarse; rough; rugged,4,1
瑶,ヨウ・たま,beautiful as a jewel,4,1
廉,レン,bargain; reason; charge; suspicion; point; account; purity; honest; low price; cheap; rested; contented; peaceful,4,1
羊,ヨウ・ひつじ,sheep,4,1
侯,コウ,marquis; lord; daimyo,4,1
傑,ケツ・すぐ.れる,greatness; excellence,4,1
執,シツ・シュウ・と.る,tenacious; take hold; grasp; take to heart,4,1
旦,タン・ダン・あき.らか・あきら・ただし・あさ・あした,daybreak; dawn; morning,4,1
詢,ジュン・シュン・はか.る・まこと,consult with,4,1
誇,コ・ほこ.る,boast; be proud; pride; triumphantly,4,1
宮,キュウ・グウ・ク・クウ・みや,Shinto shrine; constellations; palace; princess,4,1
俵,ヒョウ・たわら,bag; bale; sack; counter for bags,4,1
痘,トウ,pox; smallpox,4,1
疎,ソ・ショ・うと.い・うと.む・まば.ら,alienate; rough; neglect; shun; sparse; penetrate,4,1
泡,ホウ・あわ,bubbles; foam; suds; froth,4,1
紳,シン,sire; good belt; gentleman,4,1
婿,セイ・むこ,bridegroom; son-in-law,4,1
策,サク,scheme; plan; policy; step; means,4,1
淳,ジュン・シュン・あつ.い,pure,4,1
善,ゼン・よ.い・い.い・よ.く・よし.とする,virtuous; good; goodness,4,1
胡,ウ・コ・ゴ・なんぞ,barbarian; foreign,4,1
霜,ソウ・しも,frost,4,1
疾,シツ・はや.い,rapidly,4,1
朔,サク・ついたち,conjunction (astronomy); first day of month; north,4,1
鎖,サ・くさり・とざ.す,chain; irons; connection,4,1
凸,トツ・でこ,convex; beetle brow; uneven,4,1
須,ス・シュ・すべから.く・すべし・ひげ・まつ・もち.いる・もと.める,ought; by all means; necessarily,4,1
稀,キ・ケ・まれ・まばら,rare; phenomenal; dilute (acid),4,1
亮,リョウ・あきらか,clear; help,4,1
巧,コウ・たく.み・たく.む・うま.い,adroit; skilled; ingenuity,4,1
握,アク・にぎ.る,grip; hold; mould sushi; bribe,4,1
銑,セン,pig iron,4,1
硫,リュウ,sulphur,4,1
訂,テイ・ただ.す,revise; correct; decide,4,1
秘,ヒ・ひ.める・ひそ.か・かく.す,secret; conceal,4,1
嫡,チャク・テキ,legitimate wife; direct descent (non-bastard),4,1
逐,チク,pursue; drive away; chase; accomplish; attain; commit,4,1
彰,ショウ,patent; clear,4,1
酬,シュウ・シュ・トウ・むく.いる,repay; reward; retribution,4,1
致,チ・いた.す,doth; do; send; forward; cause; exert; incur; engage,4,1
虜,リョ・ロ・とりこ・とりく,captive; barbarian; low epithet for the enemy,4,1
攻,コウ・せ.める,aggression; attack; criticize; polish,4,1
旋,セン,rotation; go around,4,1
挿,ソウ・さ.す・はさ.む,insert; put in; graft; wear (sword),4,1
酸,サン・す.い,acid; bitterness; sour; tart,4,1
杜,ト・トウ・ズ・もり・ふさ.ぐ・やまなし,woods; grove,4,1
妄,モウ・ボウ・みだ.りに,delusion; unnecessarily; without authority; reckless,4,1
貫,カン・つらぬ.く・ぬ.く・ぬき,pierce; 8 1/3lbs; penetrate; brace,4,1
維,イ,fiber; tie; rope,4,1
刑,ケイ,punish; penalty; sentence; punishment,4,1
菫,キン・すみれ,the violet,4,1
栓,セン,plug; bolt; cork; bung; stopper,4,1
附,フ・つ.ける・つ.く,affixed; attach; refer to; append,4,1
勺,シャク,ladle; one tenth of a go; dip,4,1
班,ハン,squad; corps; unit; group,4,1
狭,キョウ・コウ・せま.い・せば.める・せば.まる・さ,cramped; narrow; contract; tight,4,1
矢,シ・や,dart; arrow,4,1
趣,シュ・おもむき・おもむ.く,purport; gist; elegance; interest; proceed to; tend; become,4,1
凶,キョウ,villain; evil; bad luck; disaster,4,1
瞳,ドウ・トウ・ひとみ,pupil (of eye),4,1
陛,ヘイ,highness; steps (of throne),4,1
碁,ゴ,Go,4,1
朗,ロウ・ほが.らか・あき.らか,melodious; clear; bright; serene; cheerful,4,1
掌,ショウ・てのひら・たなごころ,manipulate; rule; administer; conduct; palm of hand,4,1
霞,カ・ゲ・かすみ・かす.む,be hazy; grow dim; blurred,4,1
禄,ロク・さいわ.い・ふち,fief; allowance; pension; grant; happiness,4,1
后,コウ・ゴ・きさき,empress; queen; after; behind; back; later,4,1
郎,ロウ・リョウ・おとこ,son; counter for sons,4,1
舌,ゼツ・した,tongue; reed; clapper,4,1
檀,ダン・タン・まゆみ,cedar; sandlewood; spindle tree,4,1
激,ゲキ・はげ.しい,violent; get excited; enraged; chafe; incite,4,1
雌,シ・め~・めす・めん,feminine; female,4,1
衡,コウ,equilibrium; measuring rod; scale,4,1
栞,カン・しおり,bookmark; guidebook,4,1
洪,コウ,deluge; flood; vast,4,1
撃,ゲキ・う.つ,beat; attack; defeat; conquer,4,1
厘,リン,rin; 1/10 sen; 1/10 bu,4,1
凹,オウ・くぼ.む・へこ.む・ぼこ,concave; hollow; sunken,4,1
案,アン・つくえ,plan; suggestion; draft; ponder; fear; proposition; idea; expectation; worry; table; bench,4,1
慨,ガイ,rue; be sad; sigh; lament,4,1
奈,ナ・ナイ・ダイ・いかん・からなし,Nara; what?,4,1
碧,ヘキ・ヒャク,blue; green,4,1
惨,サン・ザン・みじ.め・いた.む・むご.い,wretched; disaster; cruelty; harsh,4,1
濁,ダク・ジョク・にご.る・にご.す,voiced; uncleanness; wrong; nigori; impurity,4,1
輩,ハイ・~ばら・やから・やかい・ともがら,comrade; fellow; people; companions,4,1
茅,ボウ・ミョウ・かや・ちがや,miscanthus reed,4,1
揺,ヨウ・ゆ.れる・ゆ.る・ゆ.らぐ・ゆ.るぐ・ゆ.する・ゆ.さぶる・ゆ.すぶる・うご.く,swing; shake; sway; rock; tremble; vibrate,4,1
殉,ジュン,martyrdom; follow by resigning,4,1
模,モ・ボ,imitation; copy; mock,4,1
端,タン・はし・は・はた・~ばた・はな,edge; origin; end; point; border; verge; cape,4,1
胆,タン・きも,gall bladder; courage; pluck; nerve,4,1
賜,シ・たまわ.る・たま.う・たも.う,grant; gift; boon; results,4,1
邸,テイ・やしき,residence; mansion,4,1
暁,ギョウ・キョウ・あかつき・さと.る,daybreak; dawn; in the event,4,1
江,コウ・え,creek; inlet; bay,4,1
桟,サン・セン・かけはし,scaffold; cleat; frame; jetty; bolt (door),4,1
仁,ジン・ニ・ニン,humanity; virtue; benevolence; charity; man; kernel,4,1
樺,カ・かば・かんば,birch; dark red,4,1
拒,キョ・ゴ・こば.む,repel; refuse; reject; decline,4,1
軌,キ,rut; wheel; track; model; way of doing,4,1
猪,チョ・い・いのしし,boar,4,1
芝,シ・しば,turf; lawn,4,1
萩,シュウ・はぎ,bush clover,4,1
寮,リョウ,dormitory; hostel; villa; tea pavillion,4,1
浜,ヒン・はま,seacoast; beach; seashore,4,1
邪,ジャ・よこし.ま,wicked; injustice; wrong,4,1
韻,イン,rhyme; elegance; tone,4,1
朕,チン,majestic plural; imperial we,4,1
絹,ケン・きぬ,silk,4,1
援,エン,abet; help; save,4,1
憧,ショウ・トウ・ドウ・あこが.れる,yearn after; long for; aspire to; admire; adore,4,1
併,ヘイ・あわ.せる,join; get together; unite; collective,4,1
脹,チョウ・は.れる・ふく.らむ・ふく.れる,dilate; distend; bulge; fill out; swell,4,1
錠,ジョウ,lock; fetters; shackles,4,1
